Jenis_Kelamin,Tinggi_Badan,Berat_Badan,Lahir,Ukur,Umur_Bulan
FEMALE,84.6,12.1,1991-08-03,1995-06-28,46.0
FEMALE,70.0,8.4,1993-10-25,1995-06-28,20.0
FEMALE,141.5,44.0,1967-07-30,1995-06-22,335.0
FEMALE,95.5,13.8,1990-08-17,1995-06-22,58.0
MALE,77.2,10.0,1993-07-05,1995-06-22,23.0
MALE,137.2,48.1,1966-07-26,1995-06-22,347.0
FEMALE,78.3,10.1,1992-07-03,1995-06-22,35.0
FEMALE,53.0,5.3,1995-03-17,1995-06-22,3.0
MALE,144.0,44.5,1961-06-05,1995-06-22,408.0
MALE,95.6,14.9,1990-01-26,1995-06-22,65.0
FEMALE,84.4,11.2,1991-11-26,1995-06-22,43.0
MALE,146.5,69.9,1960-06-01,1995-06-21,420.0
FEMALE,82.9,11.4,1992-10-30,1995-06-21,32.0
MALE,68.8,8.0,1994-02-15,1995-06-21,16.0
FEMALE,141.0,42.6,1966-10-28,1995-06-22,344.0
MALE,81.6,12.6,1991-12-17,1995-06-22,42.0
FEMALE,72.7,9.3,1993-06-13,1995-06-22,24.0
MALE,54.5,4.6,1995-04-01,1995-06-22,2.0
MALE,142.9,46.3,1967-07-10,1995-06-22,335.0
FEMALE,83.0,12.9,1991-12-25,1995-06-22,42.0
MALE,70.0,8.1,1993-12-23,1995-06-22,18.0
FEMALE,141.6,45.4,1973-12-20,1995-06-23,258.0
MALE,997.0,452.2,1993-06-25,1995-06-23,24.0
FEMALE,141.0,49.4,1973-09-08,1995-06-22,261.0
MALE,140.5,42.6,1972-11-27,1995-06-22,271.0
FEMALE,92.0,13.3,1991-01-15,1995-06-22,53.0
MALE,75.0,8.2,1993-06-01,1995-06-22,24.0
FEMALE,144.1,57.2,1961-04-20,1995-06-28,410.0
MALE,997.0,452.2,1992-01-08,,
FEMALE,62.5,7.8,1995-01-02,1995-06-28,5.0
FEMALE,146.7,54.4,1975-08-29,1995-06-23,238.0
FEMALE,152.9,74.4,1972-09-01,1995-06-27,273.0
MALE,82.1,10.9,1992-06-17,1995-06-27,36.0
FEMALE,143.0,40.4,1969-12-23,1995-06-27,306.0
MALE,91.1,12.5,1990-07-11,1995-06-27,59.0
FEMALE,73.5,9.3,1993-05-28,1995-06-27,25.0
MALE,56.7,5.9,1995-01-15,1995-06-27,5.0
FEMALE,152.7,64.0,1970-02-28,1995-06-22,304.0
MALE,150.0,52.6,1960-04-06,1995-06-22,422.0
MALE,146.0,48.5,1975-12-10,1995-06-22,234.0
FEMALE,148.8,56.2,1976-08-01,1995-06-26,226.0
MALE,142.0,36.7,1971-05-12,1995-06-26,289.0
MALE,63.5,6.7,1994-08-12,1995-06-26,10.0
FEMALE,138.0,42.2,1971-12-03,1995-06-23,282.0
MALE,145.3,43.5,1970-03-07,1995-06-22,303.0
MALE,74.4,9.0,1993-05-19,1995-06-22,25.0
MALE,65.6,7.9,1994-08-29,1995-06-22,10.0
FEMALE,132.7,48.5,1970-01-13,1995-06-23,305.0
MALE,71.1,8.7,1994-03-03,1995-06-23,15.0
FEMALE,43.3,3.0,1995-06-06,1995-06-23,0.0
MALE,145.3,49.4,1972-10-31,1995-06-26,272.0
MALE,89.9,12.4,1991-02-26,1995-06-26,52.0
MALE,73.1,9.7,1993-10-10,1995-06-26,20.0
FEMALE,154.4,58.1,1967-06-07,1995-06-26,336.0
MALE,150.0,45.8,1969-07-27,1995-06-26,311.0
MALE,140.8,37.2,1959-10-17,1995-06-26,428.0
FEMALE,137.8,44.0,1973-04-16,1995-06-26,266.0
MALE,73.1,8.1,1993-02-05,1995-06-26,28.0
FEMALE,59.6,6.9,1995-01-22,1995-06-26,5.0
FEMALE,152.0,62.6,1962-06-06,1995-06-26,396.0
MALE,100.0,14.5,,1995-06-26,
FEMALE,87.4,12.2,1991-02-04,1995-06-26,52.0
MALE,73.1,9.2,,1995-06-26,
FEMALE,147.9,44.5,1970-06-02,1995-06-26,300.0
FEMALE,87.9,11.7,1991-05-03,1995-06-26,49.0
MALE,145.1,46.3,1960-11-08,1995-06-23,415.0
FEMALE,75.1,8.7,1993-05-07,1995-06-23,25.0
FEMALE,147.6,46.3,,1995-06-23,
FEMALE,83.5,10.6,1992-11-28,1995-06-23,31.0
FEMALE,150.1,46.3,1975-10-17,1995-06-26,236.0
FEMALE,68.2,8.7,1994-06-10,1995-06-26,12.0
MALE,147.1,48.1,1971-07-30,1995-06-23,287.0
FEMALE,146.2,54.9,1973-12-20,1995-06-23,258.0
MALE,72.3,10.0,1994-03-26,1995-06-23,15.0
FEMALE,149.4,48.5,1970-02-17,1995-06-26,304.0
MALE,156.7,49.9,1972-07-23,1995-06-26,275.0
MALE,146.5,56.7,1973-01-13,1995-06-27,269.0
FEMALE,98.5,15.8,,1995-06-27,
FEMALE,80.0,11.1,1993-01-18,1995-06-27,29.0
FEMALE,147.4,49.4,1966-09-17,1995-06-27,345.0
MALE,95.0,13.7,1990-03-28,1995-06-27,63.0
FEMALE,76.5,8.7,1992-04-28,1995-06-27,38.0
MALE,149.9,47.6,1975-10-26,1995-06-28,236.0
MALE,55.4,5.6,1995-03-08,1995-06-28,3.0
MALE,150.1,52.6,1969-11-01,1995-06-28,307.0
FEMALE,997.0,452.2,1990-01-16,1995-06-28,65.0
FEMALE,999.0,453.1,1992-06-19,1995-06-28,36.0
MALE,80.3,11.3,1994-02-24,1995-06-28,16.0
MALE,50.0,4.5,1995-05-26,1995-06-28,1.0
FEMALE,143.1,54.9,1975-11-21,1995-09-07,238.0
MALE,145.5,45.8,,1995-09-09,
FEMALE,147.5,47.6,1972-09-15,1995-09-12,276.0
MALE,70.5,8.7,1994-06-05,1995-09-12,15.0
FEMALE,148.8,54.4,1974-10-20,1995-09-11,251.0
MALE,149.6,58.5,1960-01-26,1995-09-07,428.0
FEMALE,103.3,17.3,1990-08-21,1995-09-07,61.0
MALE,99.9,16.3,1990-08-21,1995-09-07,61.0
FEMALE,82.0,12.5,1994-12-22,1995-09-07,9.0
FEMALE,160.0,53.5,1971-03-27,1995-09-07,294.0
MALE,157.9,53.5,1967-03-17,1995-09-19,342.0
MALE,103.7,17.9,1991-01-01,1995-09-19,56.0
FEMALE,145.6,59.0,1963-08-08,1995-09-11,385.0
MALE,92.0,15.1,1990-11-21,1995-09-11,58.0
FEMALE,79.0,11.8,1993-03-13,1995-09-11,30.0
MALE,146.4,54.0,1973-04-11,1995-09-20,269.0
FEMALE,97.1,13.8,1991-10-28,1995-09-20,47.0
FEMALE,75.2,9.7,1994-01-28,1995-09-20,20.0
FEMALE,999.0,453.1,1965-12-08,,
FEMALE,76.0,10.0,1993-04-22,1995-09-11,29.0
FEMALE,158.0,53.1,1968-11-12,1995-09-19,322.0
FEMALE,146.8,44.0,1970-08-09,1995-09-11,301.0
MALE,94.4,14.9,1992-08-16,1995-09-11,37.0
MALE,74.6,8.6,1994-03-22,1995-09-11,18.0
MALE,147.7,48.5,1967-03-24,1995-09-11,342.0
FEMALE,87.5,12.7,1992-08-01,1995-09-11,37.0
FEMALE,147.0,52.2,1960-04-15,1995-09-12,425.0
FEMALE,136.6,45.8,1962-04-25,1995-09-11,401.0
FEMALE,76.0,9.2,1992-11-26,1995-09-11,34.0
MALE,143.8,49.0,1974-07-21,1995-09-11,254.0
MALE,69.0,8.9,1993-11-04,1995-09-11,22.0
FEMALE,145.5,50.8,1966-01-23,1995-09-12,356.0
MALE,96.1,15.4,1990-04-05,1995-09-19,65.0
MALE,77.2,10.5,1992-12-11,1995-09-12,33.0
FEMALE,54.0,5.0,1995-04-25,1995-09-12,5.0
MALE,146.9,46.7,1976-05-01,1995-09-20,232.0
FEMALE,64.0,6.7,1995-03-17,1995-09-20,6.0
MALE,152.6,57.2,1964-10-10,1995-09-11,371.0
FEMALE,96.4,13.8,1991-09-30,1995-09-11,48.0
FEMALE,146.3,45.4,1961-04-09,1995-09-11,413.0
FEMALE,93.6,13.1,1991-02-20,1995-09-11,55.0
FEMALE,140.0,49.9,1959-12-07,1995-09-20,429.0
MALE,145.2,43.1,1962-07-31,1995-09-11,398.0
FEMALE,86.0,11.5,1992-05-18,1995-09-11,40.0
FEMALE,999.0,453.1,1995-08-03,,
FEMALE,146.4,53.1,1970-10-14,1995-09-11,299.0
MALE,87.0,11.7,1991-11-06,1995-09-11,46.0
FEMALE,74.0,9.3,1994-01-31,1995-09-11,20.0
MALE,152.2,48.1,1967-12-26,1995-09-20,333.0
FEMALE,85.0,6.3,1994-10-20,1995-09-20,11.0
MALE,140.5,49.4,1965-01-23,1995-09-20,368.0
MALE,73.7,9.6,1994-02-15,1995-09-20,19.0
FEMALE,138.2,40.4,1967-10-22,1995-09-26,335.0
MALE,88.6,13.5,1991-10-10,1995-09-26,47.0
FEMALE,148.0,48.5,1971-03-13,1995-09-22,294.0
FEMALE,86.0,12.2,1992-12-24,1995-09-22,33.0
FEMALE,54.4,7.4,1994-11-14,1995-09-22,10.0
MALE,146.1,39.5,1970-09-04,1995-09-19,300.0
MALE,145.3,53.5,1972-04-10,1995-09-12,281.0
FEMALE,146.1,62.1,1962-08-28,1995-09-20,397.0
FEMALE,149.3,41.7,1967-10-23,1995-09-20,335.0
MALE,98.5,14.0,1990-05-28,1995-09-20,64.0
FEMALE,151.9,72.6,1965-10-26,1995-09-19,359.0
FEMALE,104.8,20.8,1990-04-03,1995-09-19,65.0
FEMALE,100.4,15.2,1991-06-17,1995-09-19,51.0
MALE,142.0,45.8,1961-03-22,1995-09-19,414.0
MALE,91.5,13.5,1991-01-10,1995-09-19,56.0
MALE,74.4,9.1,1993-07-27,1995-09-19,26.0
FEMALE,146.2,42.2,1972-09-30,1995-09-20,276.0
FEMALE,101.2,14.7,1990-06-25,1995-09-20,63.0
FEMALE,71.2,8.1,1994-08-05,1995-09-20,13.0
MALE,145.6,45.4,1967-05-11,1995-09-21,340.0
FEMALE,95.6,14.8,1992-02-11,1995-09-21,43.0
FEMALE,62.6,6.2,1995-04-03,1995-09-21,5.0
FEMALE,146.7,49.4,1971-09-13,1995-09-20,288.0
FEMALE,149.5,48.5,1977-01-26,1995-09-19,224.0
MALE,140.7,59.4,1963-08-23,1995-09-19,385.0
MALE,99.6,17.3,1990-03-05,1995-09-19,66.0
FEMALE,68.0,8.0,1994-07-04,1995-09-19,14.0
MALE,146.8,69.4,1960-10-11,1995-09-20,419.0
MALE,95.4,15.5,1991-06-24,1995-09-20,51.0
FEMALE,149.0,58.5,1976-05-26,1995-09-22,232.0
FEMALE,95.6,13.8,1991-10-10,1995-09-22,47.0
MALE,81.0,9.6,1993-05-26,1995-09-22,28.0
FEMALE,150.4,62.1,1968-10-09,1995-09-12,323.0
MALE,78.8,10.4,1994-02-22,1995-09-19,19.0
FEMALE,151.1,66.2,1966-11-04,1995-09-26,346.0
MALE,107.6,19.0,1990-05-21,1995-09-26,64.0
FEMALE,147.6,52.6,1964-01-30,1995-09-20,380.0
MALE,107.0,18.6,1990-05-12,1995-09-20,64.0
MALE,97.2,12.9,1992-04-08,1995-09-20,41.0
MALE,70.7,7.9,1994-09-12,1995-09-20,12.0
FEMALE,141.7,44.5,1960-01-15,1995-09-19,428.0
MALE,144.3,51.3,1971-11-11,1995-09-19,286.0
MALE,94.7,15.0,1991-08-09,1995-09-19,49.0
FEMALE,77.8,10.0,1993-06-15,1995-09-19,27.0
FEMALE,145.9,41.3,1961-01-26,1995-09-20,416.0
MALE,87.2,13.1,1990-12-05,1995-09-20,57.0
MALE,72.0,7.9,1994-02-14,1995-09-20,19.0
FEMALE,152.0,54.4,1966-04-07,1995-09-11,353.0
FEMALE,89.0,11.6,1991-05-16,1995-09-11,52.0
FEMALE,77.6,10.2,1992-05-29,1995-09-11,40.0
FEMALE,48.2,3.5,1995-08-26,1995-09-11,1.0
FEMALE,139.4,47.6,1971-05-04,1995-09-19,292.0
MALE,89.6,13.9,1991-12-20,1995-09-19,45.0
FEMALE,71.5,9.8,1994-03-12,1995-09-20,18.0
MALE,146.0,51.3,1964-01-21,1995-09-11,380.0
MALE,94.5,14.0,1990-10-11,1995-09-11,59.0
MALE,154.8,60.8,1972-06-15,1995-09-20,279.0
FEMALE,86.7,12.7,1992-11-11,1995-09-20,34.0
MALE,75.5,9.6,1994-05-03,1995-09-20,16.0
MALE,140.3,47.6,1977-03-17,1995-09-19,222.0
FEMALE,77.3,9.3,1993-12-20,1995-09-19,21.0
MALE,146.4,61.7,1961-01-18,1995-09-19,416.0
MALE,153.7,58.1,1962-12-01,1995-09-19,393.0
FEMALE,97.2,15.5,1990-11-16,1995-09-19,58.0
MALE,148.1,52.6,1965-11-18,1995-09-19,358.0
MALE,80.3,19.2,1990-06-16,1995-09-19,63.0
MALE,77.2,12.3,1992-09-02,1995-09-19,36.0
FEMALE,73.0,10.2,1994-05-24,1995-09-19,16.0
FEMALE,142.1,52.2,1963-04-08,1995-09-19,389.0
FEMALE,74.3,10.5,1993-10-11,1995-09-19,23.0
MALE,140.0,45.8,1970-07-30,1995-09-11,302.0
MALE,88.6,14.5,1991-10-14,1995-09-11,47.0
FEMALE,65.0,8.2,1994-12-24,1995-09-11,9.0
MALE,143.5,64.4,1966-05-27,1995-09-19,352.0
MALE,99.2,15.4,1991-06-27,1995-09-19,51.0
FEMALE,149.0,48.5,1969-06-10,1995-05-22,311.0
FEMALE,79.2,10.1,1992-09-18,1995-05-22,32.0
MALE,141.6,43.5,1977-02-19,1995-05-22,219.0
MALE,151.9,54.4,1967-11-15,1995-05-23,330.0
MALE,137.8,45.4,1964-09-04,1995-05-22,368.0
FEMALE,999.0,453.1,1990-06-22,,
FEMALE,997.0,13.0,1992-10-14,1995-05-23,31.0
FEMALE,69.3,8.7,1994-08-05,1995-05-22,9.0
FEMALE,149.8,53.1,1968-07-09,1995-05-23,322.0
MALE,68.6,7.7,1994-06-20,1995-05-23,11.0
FEMALE,143.8,40.4,1977-05-09,1995-05-23,216.0
FEMALE,63.0,6.3,1994-11-06,1995-05-23,6.0
FEMALE,150.5,77.1,1959-08-29,1995-05-23,429.0
FEMALE,142.0,54.0,1963-01-12,1995-05-25,388.0
FEMALE,70.4,8.3,1993-01-06,1995-05-25,28.0
MALE,57.8,4.1,1994-12-23,1995-05-25,5.0
MALE,141.0,46.3,1964-04-13,1995-05-23,373.0
FEMALE,89.8,12.3,1990-08-18,1995-05-23,57.0
MALE,75.7,9.5,1992-06-29,1995-05-23,35.0
FEMALE,63.9,6.4,1994-11-08,1995-05-23,6.0
FEMALE,155.5,48.1,1973-05-07,1995-05-26,264.0
MALE,156.0,59.0,1971-12-19,1995-05-26,281.0
MALE,157.5,48.1,1960-05-28,1995-05-25,420.0
FEMALE,147.8,41.7,1964-10-02,1995-05-23,367.0
FEMALE,143.2,39.9,1977-04-04,1995-05-26,217.0
FEMALE,141.4,57.6,1966-11-14,1995-05-25,342.0
MALE,96.2,14.3,1990-10-26,1995-05-25,55.0
FEMALE,66.9,7.0,1994-09-03,1995-05-25,8.0
FEMALE,141.1,42.6,1967-11-13,1995-05-23,330.0
FEMALE,84.5,12.9,1991-07-28,1995-05-23,46.0
MALE,67.5,7.8,1994-02-19,1995-05-23,15.0
FEMALE,150.0,53.1,1965-02-14,1995-05-23,363.0
FEMALE,95.9,15.2,1991-03-03,1995-05-23,50.0
MALE,79.4,9.3,1993-09-05,1995-05-23,20.0
FEMALE,147.0,53.5,1963-01-15,1995-05-24,388.0
FEMALE,78.6,10.4,1992-03-04,1995-05-24,38.0
MALE,152.0,55.3,1976-07-17,1995-05-24,226.0
FEMALE,81.4,11.0,1992-09-07,1995-05-24,32.0
MALE,142.8,65.3,1967-05-12,1995-05-24,336.0
MALE,92.2,14.4,1990-06-20,1995-05-24,59.0
FEMALE,81.0,10.2,1992-04-30,1995-05-24,37.0
FEMALE,58.0,5.5,1994-11-28,1995-05-24,6.0
FEMALE,139.2,44.9,1960-04-12,1995-05-24,421.0
FEMALE,88.4,12.9,1990-07-15,1995-05-24,58.0
MALE,69.5,8.2,1993-05-07,1995-05-24,24.0
FEMALE,145.4,61.7,1973-01-12,1995-05-26,268.0
MALE,79.1,9.6,1992-10-24,1995-05-26,31.0
FEMALE,146.0,49.4,1972-11-27,1995-05-25,270.0
FEMALE,82.5,10.8,1991-12-09,1995-05-25,41.0
FEMALE,62.6,6.3,1994-09-12,1995-05-25,8.0
MALE,133.7,54.4,1961-12-25,1995-05-24,401.0
FEMALE,87.0,14.4,1991-10-23,1995-05-24,43.0
FEMALE,74.9,9.5,1993-11-15,1995-05-24,18.0
FEMALE,62.3,6.0,1994-11-15,1995-05-24,6.0
FEMALE,139.6,46.7,1975-03-29,1995-05-24,242.0
MALE,47.4,2.7,1995-05-06,1995-05-24,0.0
FEMALE,145.0,46.7,1969-09-06,1995-05-24,308.0
MALE,95.7,15.3,1991-01-13,1995-05-24,52.0
MALE,77.3,10.3,1993-05-04,1995-05-24,24.0
MALE,142.3,44.5,1968-07-16,1995-05-25,322.0
MALE,54.0,5.4,1995-01-12,1995-05-25,4.0
MALE,143.0,45.8,1960-12-06,1995-05-26,413.0
MALE,149.5,47.2,1976-03-24,1995-05-25,230.0
FEMALE,81.2,11.3,1993-04-26,1995-05-25,25.0
MALE,152.7,45.4,1972-12-22,1995-05-24,269.0
MALE,91.1,13.2,1991-04-25,1995-05-24,49.0
MALE,74.5,8.8,1993-09-01,1995-05-24,20.0
FEMALE,155.0,50.8,,1995-05-26,
FEMALE,97.5,14.2,1990-11-29,1995-05-26,54.0
MALE,76.0,8.8,1993-12-20,1995-05-26,17.0
FEMALE,142.8,54.4,1963-04-28,1995-05-26,385.0
MALE,79.0,10.5,1992-11-16,1995-05-26,30.0
MALE,61.5,6.9,1995-01-26,1995-05-26,4.0
FEMALE,140.2,39.5,1974-05-15,1995-05-25,252.0
MALE,83.9,10.2,1992-08-13,1995-05-25,33.0
FEMALE,50.4,3.8,1995-02-07,1995-05-25,3.0
FEMALE,156.6,51.3,1971-10-18,1995-05-26,283.0
MALE,87.6,12.3,1992-04-25,1995-05-26,37.0
MALE,146.1,49.0,1971-08-03,1995-05-25,285.0
FEMALE,147.5,69.4,1964-01-14,1995-05-26,376.0
MALE,76.5,10.2,1993-05-18,1995-05-26,24.0
MALE,145.7,46.3,1968-10-11,1995-05-25,319.0
MALE,85.3,11.8,1992-01-31,1995-05-25,40.0
FEMALE,152.2,57.6,1970-10-17,1995-05-25,295.0
FEMALE,89.3,12.2,1991-06-25,1995-05-25,47.0
MALE,146.1,49.0,1971-08-03,1995-05-25,285.0
FEMALE,144.3,46.7,1970-01-14,1995-05-26,304.0
FEMALE,78.1,10.4,1992-05-17,1995-05-26,36.0
FEMALE,69.0,7.7,1993-12-06,1995-05-26,17.0
FEMALE,150.8,51.3,1968-06-23,1995-05-25,323.0
FEMALE,96.0,15.9,1990-06-23,1995-05-25,59.0
MALE,82.5,10.8,1993-08-09,1995-05-25,21.0
MALE,52.6,4.0,1995-05-08,1995-05-25,0.0
MALE,151.1,46.7,1959-09-13,1995-07-05,430.0
FEMALE,89.4,13.9,1991-06-09,1995-07-05,49.0
FEMALE,69.8,8.2,1994-06-01,1995-07-05,13.0
MALE,146.0,49.9,1971-02-20,1995-07-05,293.0
FEMALE,148.2,54.0,1973-10-26,1995-07-05,261.0
MALE,139.1,37.2,1972-01-30,1995-07-05,282.0
MALE,73.0,8.7,1993-10-19,1995-07-05,21.0
MALE,151.9,48.5,1969-07-27,1995-07-05,312.0
FEMALE,142.4,43.1,1965-09-27,1995-07-05,358.0
FEMALE,86.4,11.7,1991-10-26,1995-07-05,45.0
MALE,58.5,6.4,1994-12-11,1995-07-05,7.0
MALE,147.7,68.0,1962-05-13,1995-09-08,400.0
MALE,103.7,18.5,1990-01-05,1995-09-08,68.0
MALE,84.4,12.9,1991-10-21,1995-09-08,47.0
FEMALE,80.4,10.6,1993-05-25,1995-09-08,28.0
FEMALE,155.5,44.5,1970-06-06,1995-06-29,300.0
MALE,97.2,14.6,1990-03-01,1995-06-30,63.0
MALE,84.2,11.0,1992-04-28,1995-06-29,38.0
FEMALE,67.8,7.7,1994-05-03,1995-06-29,13.0
FEMALE,148.8,41.7,1976-08-11,1995-06-29,226.0
MALE,147.7,64.4,1961-01-19,1995-06-30,413.0
MALE,93.4,13.9,1991-07-05,1995-06-29,47.0
MALE,82.2,12.0,1992-11-05,1995-06-29,31.0
FEMALE,68.5,7.8,1994-09-27,1995-06-30,9.0
FEMALE,136.0,37.6,1973-12-19,1995-07-04,259.0
FEMALE,77.1,9.9,1993-05-18,1995-07-04,26.0
MALE,59.5,6.3,1995-02-24,1995-07-04,5.0
MALE,150.8,68.5,1968-10-18,1995-09-29,323.0
FEMALE,103.0,17.5,1990-06-19,1995-09-29,63.0
FEMALE,58.0,6.1,1995-07-26,1995-09-29,2.0
MALE,150.0,47.2,1971-06-13,1995-07-05,289.0
FEMALE,88.0,14.7,1991-05-19,1995-07-05,50.0
FEMALE,72.7,9.0,1993-06-05,1995-07-05,25.0
MALE,146.7,58.1,1969-06-09,1995-07-04,313.0
FEMALE,87.0,14.2,1991-07-22,1995-07-05,48.0
MALE,66.2,7.0,1994-03-22,1995-07-04,16.0
MALE,148.0,49.9,1962-11-24,1995-07-04,392.0
MALE,93.5,13.9,1992-03-18,1995-07-04,40.0
MALE,69.0,7.6,1993-09-18,1995-07-04,22.0
MALE,156.3,62.1,1965-05-05,1995-07-05,362.0
MALE,90.2,13.4,1991-06-22,1995-07-05,49.0
MALE,138.4,57.2,1963-09-27,1995-07-05,382.0
FEMALE,83.8,13.7,1991-06-07,1995-07-05,49.0
MALE,70.0,7.1,1993-05-30,1995-07-05,26.0
MALE,142.1,43.1,1974-06-11,1995-06-30,252.0
FEMALE,139.5,45.4,1974-07-05,1995-09-28,254.0
FEMALE,82.2,12.0,1993-05-10,1995-09-28,28.0
FEMALE,64.1,8.0,1995-01-10,1995-09-28,8.0
MALE,138.6,53.1,1969-12-08,1995-06-30,306.0
FEMALE,85.0,11.9,1992-01-05,1995-06-30,41.0
MALE,145.0,53.5,1965-11-24,1995-06-30,355.0
MALE,143.0,49.4,1976-02-08,1995-06-30,232.0
MALE,144.5,45.4,1976-07-07,1995-07-03,228.0
MALE,145.0,63.5,1969-07-30,1995-07-03,312.0
FEMALE,86.5,12.1,1992-04-08,1995-07-03,39.0
FEMALE,69.6,8.3,1994-07-20,1995-07-03,12.0
MALE,139.1,42.6,1975-12-13,1995-07-03,235.0
MALE,144.0,43.5,1970-12-24,1995-06-30,294.0
MALE,95.0,13.1,1991-01-10,1995-06-29,53.0
FEMALE,85.8,10.9,1993-05-24,1995-06-29,25.0
MALE,145.5,54.4,1972-04-10,1995-06-29,278.0
MALE,143.5,39.5,1976-02-28,1995-06-29,232.0
FEMALE,144.3,42.6,1969-05-11,1995-07-04,314.0
FEMALE,55.0,4.8,1994-07-31,1995-07-04,12.0
MALE,145.3,54.0,1965-01-04,1995-06-30,365.0
FEMALE,93.9,13.5,1990-01-13,1995-06-30,65.0
FEMALE,84.0,11.2,1992-12-06,1995-06-30,30.0
MALE,61.6,7.3,1995-02-27,1995-06-30,4.0
FEMALE,146.3,48.5,1968-02-28,1995-07-03,329.0
MALE,88.5,12.9,1991-09-14,1995-07-03,46.0
FEMALE,71.7,9.6,1994-12-01,1995-07-03,7.0
MALE,145.2,45.8,1967-12-02,1995-07-03,331.0
MALE,86.8,15.3,1990-08-21,1995-07-03,59.0
MALE,145.5,49.0,1975-11-01,1995-06-29,235.0
FEMALE,52.3,4.4,1995-06-01,1995-06-29,0.0
MALE,146.9,45.4,1976-07-30,1995-09-28,230.0
FEMALE,139.0,39.9,1975-08-30,1995-09-28,241.0
MALE,82.3,12.1,1992-03-02,1995-09-28,42.0
MALE,67.8,7.5,1994-07-30,1995-09-28,14.0
FEMALE,999.0,453.1,,,
MALE,82.3,12.3,1991-07-14,1995-09-28,50.0
MALE,69.1,8.5,1993-06-06,1995-09-28,27.0
FEMALE,999.0,453.1,1994-11-07,,
MALE,144.1,49.0,1970-12-29,1995-09-28,297.0
MALE,82.3,10.9,1992-07-25,1995-09-28,38.0
MALE,147.0,48.5,1963-10-19,1995-07-04,381.0
MALE,142.7,42.6,1969-09-03,1995-06-30,309.0
FEMALE,103.7,16.5,1990-08-06,1995-06-30,58.0
FEMALE,78.4,10.8,1991-10-12,1995-06-30,44.0
MALE,66.8,8.2,1994-07-06,1995-06-30,11.0
FEMALE,142.2,59.9,1966-10-04,1995-09-08,347.0
MALE,94.0,15.1,1990-09-15,1995-09-08,60.0
FEMALE,79.2,10.7,1992-04-15,1995-09-08,41.0
MALE,70.5,9.2,1993-12-12,1995-09-08,21.0
MALE,142.5,43.5,1972-12-15,1995-07-11,271.0
MALE,79.5,9.9,1993-03-03,1995-07-11,28.0
MALE,63.9,6.2,1994-08-26,1995-07-11,11.0
MALE,144.5,44.5,1971-11-24,1995-07-11,284.0
MALE,137.0,39.9,1973-05-30,1995-07-11,266.0
FEMALE,79.8,9.8,1992-09-08,1995-07-11,34.0
MALE,142.8,60.8,1970-02-22,1995-09-08,307.0
FEMALE,146.0,47.6,1974-10-23,1995-09-08,251.0
MALE,139.7,61.2,1963-10-28,1995-07-11,381.0
FEMALE,89.2,13.9,1991-05-13,1995-07-11,50.0
FEMALE,72.0,10.0,1993-10-02,1995-07-11,21.0
FEMALE,147.0,58.1,1972-07-08,1995-09-28,278.0
MALE,146.6,56.2,1972-07-25,1995-09-08,278.0
MALE,136.8,41.7,1977-06-17,1995-09-08,219.0
FEMALE,148.2,45.8,1965-05-13,1995-09-08,364.0
MALE,96.4,15.0,1992-05-12,1995-09-08,40.0
FEMALE,76.1,9.8,1993-12-05,1995-09-08,21.0
MALE,138.5,50.8,1964-03-04,1995-09-08,378.0
FEMALE,149.5,60.3,1972-09-15,1995-08-27,275.0
FEMALE,139.0,41.7,1973-07-03,1995-08-27,265.0
MALE,145.5,51.7,1965-01-25,1995-09-29,368.0
FEMALE,141.9,43.1,1969-09-13,1995-08-27,311.0
MALE,87.2,12.5,1993-06-08,1995-08-27,26.0
FEMALE,73.4,9.3,1994-03-12,1995-08-27,17.0
FEMALE,148.4,50.3,1967-06-14,1995-08-27,338.0
MALE,88.0,12.7,1990-10-06,1995-08-27,58.0
MALE,75.0,10.0,1993-09-06,1995-08-27,23.0
MALE,167.5,68.5,1964-01-25,1995-09-28,380.0
FEMALE,143.6,53.1,1965-03-31,1995-07-26,364.0
MALE,49.2,3.8,1995-06-25,1995-07-26,1.0
FEMALE,154.5,62.1,1964-07-25,1995-07-26,372.0
FEMALE,96.3,14.8,1990-05-18,1995-07-26,62.0
MALE,83.3,10.9,1992-06-18,1995-07-26,37.0
MALE,62.1,6.6,1994-11-26,1995-07-26,8.0
FEMALE,150.3,52.6,1970-04-26,1995-07-26,303.0
FEMALE,89.9,12.8,1991-08-23,1995-07-26,47.0
MALE,76.1,9.4,1993-08-18,1995-07-26,23.0
MALE,142.6,50.8,1976-01-22,1995-07-26,234.0
MALE,142.2,41.7,1971-07-12,1995-07-26,288.0
MALE,144.8,47.6,1976-01-25,1995-07-26,234.0
MALE,142.7,49.0,1974-04-02,1995-07-26,255.0
FEMALE,144.5,48.1,1971-11-15,1995-08-01,285.0
FEMALE,86.3,12.3,1991-11-24,1995-08-01,45.0
FEMALE,75.5,9.8,1993-06-19,1995-08-01,26.0
FEMALE,149.5,44.5,1963-09-14,1995-07-31,382.0
MALE,94.7,14.7,1991-05-30,1995-08-01,51.0
MALE,145.2,53.1,1963-04-03,1995-07-26,387.0
MALE,84.3,11.7,1991-12-23,1995-07-26,43.0
FEMALE,75.1,9.6,1993-10-03,1995-07-27,21.0
FEMALE,46.5,3.3,1995-07-17,1995-07-26,0.0
